,clean_teks,label
3495,i am so fall in cinta with this song jatuh cinta mendengarkanya rilis url url,3
3496,ajar bilang alhamdulillah kasih sulit alhamdulillah allah sayang uji alhamdulillah diingetinnya dunia biar akhirat masuk neraka sedap,1
3497,semenjak takut jalin hubung takut boongin sumpah trauma,4
3498,ngerti sayang daehyun ikut menang kalah care ny,3
3499,bapa surgawi diam tunggu doa butuh paham terima kasih,3
3500,momen istimewa si atap kadang kumpul sederhana bareng sobat makna temankobong pagingopi,1
3501,pesan gambar masuk isi gin batas selesai kbt tanggal juli cabut sk yudisium daftar wisuda auto bayar ukt mules fakultas bye,2
3502,ngebayangin wisuda calonpacar kasih kado caption calon wife selamat lulus senyum bahagia yaampun moga nyata,1
3503,goyang si cowok asyik sumpah suka lihat goyang,1
3504,kisah ku tubuh selimut putih abu sadar cinta hampir,3
3505,username iyaaa ya mas mudah gelar paham hidup indah warna beda dewasa iman prilaku mahluk cipta tuhan,1
3506,jhope pandang beda lelah salah alas ku kuat pikir sulit istirahat ya sayang,3
3507,bahagia kayun khia rela ngetag kayun luang kayun kayu buka senang kaya sedih sedih wkwkw,2
3508,bukti asih tuhan asih milik kasih asih allah asih,3
3509,sedih kah sayang pindah kelas lantai teman susah sedih happy cerita,2
3510,username liat langsung sit smp teriakmana kamar mandikalo diinget seram bet wk pas tidur malam genderuw kasur tuh smp nang pergi,4
3511,nengcinta abang eneng tuh ujung kecil tumbuh,3
3512,utang tagih ngilangan hp keluar baru tinggal otak gasih sini gabutuh duit iya utang,0
3513,hilma teman adik kemarin main k rumah curhat mbak telat yaa lebaran tmnku minum sangobion vitb langsung ya ku bilang coba kali untung hil mbatin hmm telat coba,4
3514,akumencintamu butuh cari,3
3515,sd sempat seleksi masuk tim camat popda tingkat kabupaten ujicoba lawan camat tetangga cetak gol tanding lolos seleksi lolos posisi striker anak guru,2
3516,pas jalan tengok mobil pas surabaya tbtb mobil takut,4
3517,gakenal wkwk jelek mel samping si wkwk new avatar wkwk,1
3518,via vallen kenal orang nya kenal orang nya tebar gambar ttt dm messenger laku block block or report akun nya selesai,0
3519,ramadan hai tweeps cerita nih yah ramadan penuh berkah kali ramadan situasi kesan pribadi hari ramadan ajak siar studio yayasan masy muslim freeport indo,1
3520,menang rengek boneka main mama tatap iba papa beli,3
3521,sentuh tangan usap pipi lembut monika mejam mata akan rasa kasih sayang nyata yuno henti cinta,3
3522,tiket bioskop ayat cinta disimpen jadi batas buku nonton empat jaman rsut keluarga definisi syukur nengokin ajak jalan asrama sebentar,1
3523,all we know of heaven all we need of hell pvris ikut pvris album lagu mature sangar dark fragile konsep album mv nya keren parah suka lagu mercy anyone else winter url,1
3524,teriak nama deras hujan pandang jauh doa hening malam cinta diam tahan,3
3525,username yess pilih kriteria suka tinggi bosenan takut pas nikah bosan,4
3526,sahabat ava tuhg polos pakai care lucu pintar sayang,3
3527,helloo libur libur kerja teyuss lebaran on teyus libur sekolah selesai elisoulea kapanliburanlagi,2
3528,gara baca orang ditelp nama ditelp si terima iya abis tutup telpnya angkat telepon nomor kenal nama ngeri cuy,4
3529,dengar adzan maghrib panpel persija vs baya kemarin batal tanding recehkantwiter recehkanpssi recehkansepakbola,1
3530,username buka rekening mandiri ribet no telepon rumah or kantor kerja pasar tabung mandiri donk,0
3531,cerita adekku pinjam buku paket mantan kakak kelas lulus sengaja nemuin kertas nyelip salah halaman pas adekku baca bilang eh mb surat cinta ku baca suara,1
3532,wanita makhluk lembut ajar wajar lembut tidur peluk ajar beritahu belai kasih sayang,3
3533,area alor gajah masjid tanah jalan anak pengkal balak etc elak jalan malam malam oh seram,4
3534,username username krj rawat pikun jual rumah berkl kln beli tega rampok cashback sbgai uang makan n anak puasa,0
3535,username pling barangkt sekolah antar ibuk takut seko sendi beli permen biar berngkat dech scra orang pendiem takut teman masakecilkuasik username username,4
3536,min username info perka pagi kereta langsir thb donk pnp username antisipasi stasiun sebelumnyajangan pas sinmas tahan menit nunggu langsir kajj,0
3537,mula cinta biar orang cinta rubah gambar cinta pantul temu,3
3538,gombal murid cantik og bu salting eumph cantik emph bilang muda speechless,1
3539,username mba muth ngeblurrr wkwkwk sih ngeblur foto blur na wkwk url,1
3540,username username username orangorang psi si username anak dunia politik cepat populer pancing orangorang populer interaksi kasihan deh,2
3541,ubah sikap tubir tubir ubah kayak susah ubah cepat hati happy anniversary sayang sayang sayang username,3
3542,pin blan juni tidakpertandingan bulutangkis khusus rw cewek ky,4
3543,otomatis lahh marah jelasin teman sedikit niat ngerebut pacar teman keak cowok hih,0
3544,username guwah dapat bro takut kompetisi nyapres cari mendowngrade apadaya hendak allahhrs sinar url,0
3545,memanage nih filter prioritas management nya oke hidup jadilebihbaik,2
3546,temenku nama helen pas shi kemarin sengaja bandara shi rela masternim nya day sayang huhuhu url,3
3547,takut buat kecewa peluang i knw him kecewa amat tak pandang dn takut hilang,4
3548,duka saudara kena gempa lombok moga lekas baik trauma endap mudah hilang amin,2
3549,username tolong akun masuk aplikasi my indihome kali masuk kode verifikasi nomer no blokir telkomsel tolong mohon bantu,0
3550,sekalikali negosiasi sagitarius kolo moody beranta tolong ganggu ucap sakit manusia,2
3551,username mama wanita hebat kuat urus anak ngejalanin gimana hidup enak tbtb semenjak ayah tinggal ubah drastis mama mentingin anakanaknya sayang mama,3
3552,username iya nad drama drama cryingnya lapar makan sedia tinggal ambil dikos cari makan pas teman nang kangen ibuk hahaha lol,2
3553,moga rasa hayati pandang langit malam lihat purnama sana bintangbintang sana tani awas cinta lelap,3
3554,manfaatin sebaikbaiknya pulang ya pulang biar buka rumah barang keluarga dikerjain ya cepat tidur begadang,1
3555,fromm cinta sempurna dasar knowledgerespectresponsibilitycare liat keluarga belo ncipsekaladido utuh mereka healty mental efek pintar aktif si sekala,3
3556,orang nyindirnyindir bisa bicara langsung ampun serta bumbu kesal maaf teuteup ngoreksi gimana,0
3557,askmf pergi psikolog pertama bicara jelasin tibatiba motong ucap masalah tes takut perhati,4
3558,salah salah salahin haters ya shanthaaay say thats life ampe hiduplo kacau gegara haters,1
3559,username selamat siang sahabat pos kirim terima ya sahabat terima kasih percaya layan fd url,1
3560,sahabat el john bentar username ngebahas logo wonderful indonesia hasil warawiri moscow rusia wowwww keren ya sahabat el john info lengkap nya sebentar stay tune ya,1
3561,username protes yeini main bagus sundulanbayangin oezil samaxhaka kasih umpan lambung nyamber bocahmayan kaga,1
3562,hatihati belanja username barang dikirimuang,0
3563,kondisi sulit diam takut musuh berkatakata takut singgung perasaanya,4
3564,nonton video bullying coba cari dehh tuh examplenya bilang jelek deh ush pitam balas yes i am a worthless human being thanks for rinding me that jamin mingkem,0
3565,terkadangg lapor wajib alah pegang alah nikmatin alah panggil salah pakai baju sexy please hak tubuh situ ngaceng gara liat pakai baju sexy salah,0
3566,eallaaaah paaak bikin ngiri duduk dua yayang mesra presidenterhebat iriana firstladyindonesia,2
3567,ish sial teman hahaha xp,0
3568,tuhan terima kasih kirim orang bantu ajar orang brnilai milik generosity mindset,1
3569,dengar suara bom guntur geledek petir gunung letus dengar suara tangis buat apaapa,2
3570,dunia bayang badan kejar jauh jauh pilih ikut ibnu qayyim,2
3571,sahabat telinga dengar tangan tolong hati paham selamat sahabat internasional,1
3572,username username ituh cewek disakitin tahan lawan lapor cinta kah postingannya ja url,2
3573,makasih doa genks dukung sangka maju tahan maygad terima kasih bambang lurah pondok cabe dukung n nonton cinta genks,1
3574,liat trailer kagum ide madu film laga nusantara tampil wild west janji kreatif harap saji istimewa,1
3575,kemarin bulan lewat malino daki capai hahah kesini july url,2
3576,pakai vaseline bulu mata alis simpan deh tuh si vaseline lemari posisi kaca belah lemari pakai pas nyimpen ngeh vaseline nya,2
3577,hebat akses komunikasi bas internet pemberitahuan kabar bentuk cetak konsumsi butuh peduli kuota tinggal tempel susah tolong sulit urus mudah,0
3578,suka ayah salah satu setia mana buktiin cinta umur hidup berani ngelakuin apa pntg hidup sang puja hati mati,3
3579,kadang suka terima liat hidup we teman we mulus balas dosa we,2
3580,hati andal allah hasil beda awet selamat transformasi comdev sungguh teman support dena,1
3581,percaya mimpi buruk bangun takut aneh jadi kali pada bertahuntahun alami mimpi buruk,4
3582,euphoria si bilang tukang bikin pakai nada habis marahin anak jajan dibeliin bapa pokok tertawa gugup teman sempet ceplos maaf takut,4
3583,username username tolol didik kacung erti ibadah puasa takut laparrrr rakyat milik nikmat tanah liang lahatnya,0
3584,uang candu bikin hepi bikin uang mahal,4
3585,rlt kuliah jurus sastra inggris kasih jurus ajar masuk sastra inggris takut sesuai mampu,4
3586,salah beliau adegan scene tkp kemarin bayang pikir detik buka mata pas bangun tidur im so sad pakai,2
3587,tim kru username kena seram ih ngeri yah rajin rajin istighfar mba saran sih transrumahuya rumahuya,4
3588,dsuruh doa mudahn besok pagi cewek cantik didpan rumah masuk akal jatuh cinta pikir gila gimana v,4
3589,takut mama abis belanja belanja pakai tabung mama ngomel sesal belanja online,4
3590,definitely caca kak ika aura udahlah pas kualitas akting tambah caca apa gemes alex galak sayang cantik sibuk sanggup hadap,1
3591,suami sayang keluarga kaya papa sayang keluarga mama kaya papa sayang bangeeet keluarga mama ya allah,3
3592,un sd gatakut samsek un smp mayan degdegan un sma panik panik ajaib eh pas tugas tbtb pikir ngeri lulus daftar sidang kapan abis lulus kerja mana yaampon,4
3593,yah tuh suka namjoon cakap personality talent jugakalo jatuh cinta namjoon coba tonton solo vlive pakai pajama ryan jatuh cinta,3
3594,kali username gancit kecewa berat baristanya bikin minum beranta lengos bikin emosi please jual jasa hormat usaha harga orang,0
3595,foto profil vulgar y oke apa foto selfie close up leher ngg dada pakai kerudung,0
3596,lawan asa paham titik tentu salah silah masuk pilih salah salah niat tamu dar,2
3597,perut keroncong bahasa tubuh merabaraba mata gugup suara tibatiba gagap efek samping rasa wanita cantik diri buat jatuh cinta d,3
3598,diam bicara dengar,0
3599,anjir takut gemeteran paralyzed mikir gila sih ngeexpect kaya teman teman panik sama,4
3600,bagi moga manfaat,1
3601,askmf idung abis kena bola kencang langsung muncul lecet merah tulang idung cek dokter sih takut tulang idung geser tadu kencang sakit nyeri sih,4
3602,bagaiman kabar jantung mbakmbak megangin micnya tahun jaman sma ngena heran mudah jatuh cinta canyol,3
3603,sumpah nih idola dewasa alesannya ngidolain bangga idola sayang deh ldy semangat ya jaga sehat cinta you soooooo much much much much more,3
3604,muktamarimm kali muktamar keren muktamar sadar jaman maksimal website media internet countdown acara regustrasi serta daftar formatur keren,1
3605,cinta cinta sayyidina rabiah bin kaab rasulullah saw ingin perkara teman syurga,3
3606,mami kanya tuh asa kalem kesini amberegul emeseyu asik ramai wkwkkwkw pokoka sayang mami,3
3607,username well prince charles bilang george kali lahir senang usaha kakek ngejaga william beliau ajak george tanam bareng pokok sayang d,3
3608,ngumpulin upeti kanan kiri kasih hadiah suami panerai anniversary special day kasih bahagia terima kasih suami apa njum suka kasih pacar an alias zonk lahir btn,3
3609,keluh takut ya takut dikatain syukur ampe sempet dinyinyirin kerja curhat marah ya,4
3610,kenal giat blusukan pasarpasar ganggang sempit tuju presiden ri sematamata interaksi langsung masyarakat indonesia jokowisekalilagi,3
3611,gimana bunda sayang anak seman muncul mimpi bunda ya bunda senang panggil cerita cerita anak url,3
3612,capai lemah capai orang lemah orang kuat ya orang lemah pikir negatif beda orang kuat bukti pikir negatif dampak negatif,2
3613,jam gin tidur tuh keinget masalalu mana orang tatap wajah sinis dingin acuh asa kek salah sih bodoamat sikap suka orang dailysinthaa,0
3614,ini mantap nii ini ini tok kemarin nonton deadpool han solo gr teman kasihan dasar miskin teman url,2
3615,notif facebook video bikin jatuh cinta pandang doi an adekgemas fever landa,3
3616,username laut tau gimana konco hiu megalodon hidup visualisasi creepy setan jenis apa merinding liat gambar,4
3617,pelit siiihh ta ku karo ta mu bedo yowes dadar nek jaluk ta ku yo langsung wenehi depan bimbing sok pahlawan bantuin nyata nol yhaaaa astagfirullah aziem sabar,0
3618,username username username username username username username username username username username username username alhamdulillah lancar acara username moga berkah duniaakhirat ami,1
3619,jujur takut ngejalanin smkin takut nang takut kek ya jalaninnya yaa mundur jalan baik,4
3620,siap gosong gimana ospek latih militer coy outbound nang anjir gegara takut tinggi gimana pas diksarlin omg,4
3621,orang wajib bunglon negara antah antah konsekuensi sistem perintah presidensial terap l sistem perintah url,2
3622,username paketin internet bagi pikir orang paket aktif ya rugi ngirim adik url,0
3623,ramai diri rasa iya ramai timbul bising cipta nyaman bagi orang d sekitar,1
3624,alam kopi sempet ngeshift cafe sesuai ekspektasi butuh alam bidang kopi part time coffee shop solusi,2
3625,username min salah buku pajak ppn pph minyak bumi gambar brikut solusi url,4
3626,kppn akun facebook ig twitter dipost kppn sempet update medsos kantor sdgkan medsos susah cari konten dyaar,2
3627,username same orang ekpresif susah ngungkapin asa syukur sayang keluargasahabat pasang,3
3628,sang cipta unjung wukir mahendraku url,3
3629,terima kasih tuhan jam harap orang tulus sayang duli pandang belah mata lancar usaha ku dewasa pikir,1
3630,terang betapa busuk orang jatuh penjara ahok kedok agama sesunguhnya orang jahat tara setan iblis agama jadi kedok kelabu umat orang dungu,0
3631,dear username tolong driver edukasi nomernya ganti info aplikasi cancel x driver dihub chat balas telepon aktif terima kasih,0
3632,username takut fitnah huhu yaudah macem macem internet diblacklist holcim asli,4
3633,ya allah timeline deret twit bmkg gempa susul lanjut selang menit prayforlombok stay safe,2
3634,username takut jalan ramai nyali cepat ciut kepepettttt paksain ya kaku,4
3635,lucu desain username bati hello kitty goldreinvented antamlogammulia,1
3636,enak makan menu buat coach alhamdulillah serasa percaya diet,1
3637,sidang skripsi sadar skripsi hidup apaapanya dibandingin hidup telah,2
3638,bingung cocok pakai salah pakai takut muka karuan henti sayang bok bet,4
3639,gojek mas gojek bicara dengar ganggu usaha kerja keras milik kurang pantas keluh syukur tuhan,1
3640,kalimat masasih uang kemarin kasih gacukup boros bangetsih uang tinggal gin lantas si atur uang murka,0
3641,emak kate emak kate perhati anakanaknya emakku nongol grup semangat ya mak sehat sayang emak,3
3642,username username username username nek sinh mas drumer kui yo cinta indah no kenang lupa mention wae cur,3
3643,awal pagi pikir jernih positif raih mimpi selamat senin,1
3644,logika nya rumah tampung orang kenal takut nyaman sih takut nyaman surat rekomendasi,4
3645,seminar proposal stay positive work hard and pakai it happen terima kasih temanteman your presence is more than enough semangat,1
3646,ingat pas bayar kuliah bayar bilang deadline cepat nyusun jadwal jam beliau telepon duit kirim,1
3647,ospek jurus berkah brwl ospek sakit hoream kenal deket btw doi orang semngt kuliah doi orgnya pinterpejuang sngadatletmodeldutahits inti aing tidur ml wkwk cinta qam smngtt,3
3648,username bal username aksi tangkap si tikus korupsi jabat bal jalur presiden username enggan sungkan takut tangkap koruptor rugi anggar negara,0
3649,username username tuju ajar damai paham isalam agama sempurna atur hidup dunia akhirat adab individu masyarakat negara allahu alam,1
3650,cinta gerim atap hati datang deras rindu basuh jiwa kelak temali hati jalin kasih biar putus ujung prasangka,3
3651,maha membolakbalikkan hati alhamdulillah for everything god hati tenang takdir untuk lewat url,1
3652,suka saudara cucu kakak dikenalin pas sma kakak kelas kuliah bidang medis sayang parah,3
3653,kali guest housenya takut sih arah ngedeteksi orang takut wkwk guest housenya sepi kosong,4
3654,saking takut salah ketik ngechat dosen wali ngetiknya note perbaikiperbaikicopypaste roomchatcekcekcek lagideletebuka note lagiperbaikiperbaikibuka whatsappclosegajadi chat deh mules pup lemah,4
3655,keseel pikir omong nyokap kemarin santai tenangin otak ngadem nongki buku balkot sore url,0
3656,username narsumku rutin minum obat skip tahun minum obat skip minum obat dengar bisik parah minum obat kontrol bilang menjalank,2
3657,cowok hasil usaha patut suka harga hasil,0
3658,acc kasih nomer hp teman pas kasih nomer hpalah suspend permanen takut,4
3659,setia damping usaha lucu bikin tertawa anggap anak cemburu laki gadis ya cinta,3
3660,mata mata mula jatuh cinta,3
3661,mah enak biar orang rasa enak biar orang sih,0
3662,sayang orang moga sehat bahagia limpah rezeki jodoh see in another trip my loves url,3
3663,ya terima ngomel ngumpul batas bikin macet manusia asli bikin ribet emaknya anak muda bapak sebentar langsung terima informasi treak ky pasar asli,0
3664,kancing kemeja pakai jaket sungguh ican geleng kepala laku sahabat ganteng mah diapain bagus thanks balas ezra senyum ican ah indah,1
3665,anak suka bicara gin ya dikitdikit ngeyel dikitdikit dikomentarin puas terussss smp mamah mama dek mama baca buku ya,0
3666,pidato retak tujuh detik lampu merah sabar ku tebas rejeki jogja jakarta salah relovan bunyi tik tok somay berselisiban truktruk pertamina,4
3667,username mudah cinta bilang cinta dengan jatuh cintatapi jodoh simpan devano danendra,2
3668,sedih anggap via vallen leceh pamor capai keviralan wanita addeh korban wanita normal dukung empati url,2
3669,iya nih anjing manusia lebay muak liat,0
3670,tiada damai senandung api lahap ranting pipit tengger paksa iya mu rubah diri takdir lambai panggil ku,2
3671,rumah kotor jam ibuk d rumah mikir oh dirasain mamak rumah beranta i should give her a big thank for pakai me comfort at beautiful home,3
3672,happy birthday winnie the poohnya embul cakap sukses producing lagu lagu sukses nyuiste lil tigernya cinta humble suka makan jaim bacot savage gemesin ya sayang eomma kang jeju i laf yu so muchie,3
3673,username salah joget minum minum cantik kecuali clubbing gendong anak rumah urus anak suami me time is fine,1
3674,username my cinta kadang beda dapat suka susah diomongin kayak bikin sakit hati beliau orang keras lembut kesal panik bikin orang bing,3
3675,username aih seram n sayang tetangga celaka tunggal daerah pulogebang lelah pas belok jatuh situasi ad pasir n ad truk luka smp daging ditolongin tmnnya bawa motor hati d,4
3676,username sih yauda duduk pangku ah malu ramai apa tarik tangan gin ihh ngeselin sayang,3
3677,last time tengok maya karin kat pontianak pon deh takut makan kat meja makan sbb hantu now munafik url,4
3678,sushi tei bikin boomerang tag location pamer daftar menu kek mbatin dasar kismin gin wek,1
3679,budak cinta loving with my whole heart cemburu bahahaha suka protes ngambekan suka peluk peluk cium cium xoxo kangen chat kangen url,3
3680,hadir terus generasi zulkifli cucu laki kakek nya selamat ulang anak papa bayujuli umur mu laki url,1
3681,feeling perna rase like jumpe soulmate like we got the same vibe same feeling eh gila la jatuh cinta je everyday the feeling perna bosan orang tgok muka bosan fui sumpah senyum,3
3682,obrol dospem grup jelang besok sidang dos fir latar belakang kuat dos latar kuat tuju tulis sensei revisi habis revisi bab,2
3683,username iya polos ituuuu ngelive muncul acara degdegan takut salah mata netijen abis netijen seram ngehujat kasihan dia soft kejam,4
3684,ojol salah st masalah disamperin opang untung si mas ojol ganteng jaga allah ngeri sih,4
3685,beli mobil harga juta doi ganti head unit pakai merek china asa bawa lamborghini sound double bass power kampung,0
3686,username username salah patut salah introprksi benar masalah salah e lari takut salah,0
3687,please help leave grup isi orang teman deket kampus deket im faking it theyre so toxic niru laku,0
3688,ngeri nenek dengar suara lantai buka benerbener bikin kaget nenek tugas buka url,4
3689,kenal orang lulus kenal lulus cepat lulus b masalah buruburu rumah messed up wol kusut usut kalem we atuh,1
3690,askmf jam beraniin line duluan mas takut buka lineaplkasinya stop notif takut gadibaless,4
3691,username dikirimin kue sma teman pakai jne minggu ganti sma jne nya kirim minggu basi kue nyusut telah kapok pakai jne,2
3692,mana selip doa punggawa super elja happy pssday username ale,1
3693,takut bnda ap y ap y tjadi kat keliling takut hate this feeling just wanna die rn fml,4
3694,ramadhan udan masuk gin gin ubah taun ketemu ramadhan islahdiri,2
3695,si kasihan lihat rumah main si mungil bilang belanja mikir keras belanja beli baju lebaran simplylife,1
3696,sayang nya pas dikenalin keluarga cewek gugup abis kek yaelah kenal pas dadak gugup,4
3697,cemburu bahagia bahagia kasih salah paham asa paksa sudah,2
3698,sih memang ajak ekor mcflurry hujan gin beli hangat eh kata beli hujan toleh tertawa,1
3699,kerap letak angan harap kasih sayang sang maha asih sayang habishabisnya kecewa,2
3700,username manja kang spam suka imagine perhati cowok sayang cowok kangen suka manja lewat bawel bullyable wjwk yaa wkwk,3
3701,putus pergi takut goyah hati takut teman teman sedih pilih rindu edinburgh castle old town princess castle calton hill,4
3702,ge percaya istilah indigo teman deket indigo planning ja bikin heran kaget takut,4
3703,tidak mampu menang pikir sulit sulit tenang hati,1
3704,persibku menang persibku menang oooo oooo oooo oooooooooo username persibday pucuk juara awaydays bantul bobotohsaalamdunya banggamengawalmu,1
3705,halo polisi halo densus halo divisi humas polri kog akun kutil lendir penuh benci unsur provokatif gin biar exist sosial media instagram cc username url,0
3706,sih pilih ikutin hati meng iya hati mauu sungkan tawar orang astaga kepikiraan,2
3707,pas gempa jogja rasa capai tidur waswas gempa susul kedengeran suara ambulance malam henti hujan deras petir kencang sampek geter gempa,4
3708,nyampah orang suka compare orang ah ah suka blah,0
3709,mesti nonton ne malam selimut habis nonton eng ing eng bunyi detak jarum jam dinding takut paksa jam pergi batre nya biar takut wkwkwkwkwk always,4
3710,sih gereja lihat adain imunisasi anakanak kelenteng ngeri depopulasi url,4
3711,username username username semua laksana sholat salah satu bangun diri kafir salah satu gereja lindung allaah swt goda setan ter,4
3712,yoon jisung asli ganteng drpda foto pesona gaya rambut goda iman wannables jatuh cinta ngedj doong gila parah aing tutup mulut henti senyum pesona,3
3713,serius bingung maksud and tuju orang suka ngelempar kereta batu sakit orang kena kaca n pecah sakit jiwa kali yak,0
3714,benny nay orangorang api panas naya ya iya ben benny panas nay naya ben benny kobar cinta nay naya o in,3
3715,gilsssss pegawai username stasiun parung layan ramah ngetssss duh maaf mbak mood kerja ya tengkar cwonya akuuu ajaaaa nada tengok,0
3716,jatuh cinta username paket lengkap wanita indonesia inspirasi,3
3717,eh mas adi makasih semangat ya,3
3718,pikir perempuan milik utuh milik suami serta keluarga perspektif agama disturbing sih resolusi konflik rumah tangga karakter orangtua suami suami jelek istri kudu piye,2
3719,maju ajar capai deret gelar sarjana cinta sastra tinggal hewan pandai,1
3720,iseng iseng ngetes perangkat elektromagnetik rumah radiasi komputer laptop tv hp ya dadak parno bahaya radiasi gimana,4
3721,askmf pacar rumah pulang bilang keluyur temennya khawatir takut sikap gimana ya bilang lupa ngabarin ya hati hati,4
3722,ikhlas berat berat ikhlas saki halhal abai halhal dapat halhal tarik temu diam,2
3723,gegara thread nya username kemarin oldmoney vs okb sih oldmoneygakngerasain trending topic yaa lumayan ya recehkantwitter,1
3724,aman mase orang aman mah wsrga senenh liat kaliqn orang bukti a warung dagang jarahin maling kemarin mase mending urusin biar tangan url,0
3725,zonasi kontroversi bikin sktm mobil bayang sktm bentuk doa segera sj ajar buruk anak arti jujur,0
3726,cinta butuh alas jelas happy anniversary th to my lovely username username username username username username diri mas setia i cinta you so much,3
3727,ku hindar bijak sikap namu menengankan pikir penting ego sendiri,2
3728,bilang salah buat jatuh cinta buat tertawa kali tertawa buat jatuh cinta,3
3729,bangunin sahur bangunin sahur senin kamis nikahin,3
3730,sayang lemah harga wkwk rilis sih harga liat video dibandinginnya hp huawei porsche design mahal iphone x kaga hp laku kaga indonesia,2
3731,sayang deh username ya,3
3732,i cinta you i cinta you so much bicara gin moga bosan ya omongin tulus hati,3
3733,wanita tatap pria wajah jatuh cinta,3
3734,ya jelasin sayang sahabat percaya ngira cinta hei tolong dihighlight sayang cintacintaan,0
3735,bismillah salam plur slankersi indonesia ketemu moment nanti jambore nasional slankers indonesia slank,1
3736,sayanggg wkwk bahak jahat astaga anak katain cakap tuhh alis jalan kutu p berpandapat alm jonghyun yaa,1
3737,mah lucu tengkar orang orang tiga coba rusak bangun tokoh utama hancur susah payah bangun,2
3738,username pikir blunder nya puasa nuduh username username lahir koruptor url,0
3739,muter muter rumah nini orang kari asyik ketemu rianna jam gin putri cantik ku cari,1
3740,beras jual liter jaman presiden langsing beras jual ons saset presiden langsing ngapain ajaaa,0
3741,memilhmu sayang cinta tetapiaku pilih hati jiwa diri cinta,3
3742,partner tidur bal spesial bentuk rumah gazebo kolam renang pojok haha spesial ya btw see,1
3743,sayang orang tua untuk hati curhat ngadu tertawa selamat ibadah haji tamu allah ya bunda sani ayah,3
3744,mbak nya pantes bicara kasar harga fondaition nya langit cantik nya gara fondaition cantik smentara tua keriput mati cantik dunia,0
3745,chat save nomor ganti nomor pas ultah sedih ruang uji it jam campur aduk salting duluan,2
3746,username username mhn maaf beliau pimpin biar pimpin citra contoh nya biar apa pimpin nilai sang cipta hakiki,0
3747,ditakutin makan biji buah biji numbuh perut pas makan semangka biji ketelen nang takut pohon semangka,4
3748,cie ngabdi biar bilang pahlawan didik wkwkwkwkkw apa daya ikut program ginian biar jalan jalan hahahahahah,2
3749,ekspektasi emak capekcapek sakit main sih realita sokorr salah mu dewe dolan ae domongi kon nek omah ae ange eram recehkantwiter,2
3750,senang obat bandung konsulen sharing canda bal ngeliat konsulen nunduk senyum kecut,1
3751,username ter mana bilang sayang ubah tunggu leave tolong lupain ya hehe kaya lupain sadar sayang dar,3
3752,katak tempurung percaya lebih hegemoni ilmu sains teknologi solusi agam masalah indonesia dogma sila google scientism sila google arogansi alumni itb eh,2
3753,ngeri pas bela sungkawa niat hati kirim emot sedih pencet emot tertawa bahak bahak,4
3754,semua laksana sholat salah satu bangun diri kafir salah satu gereja lindung allaah swt goda setan kutuk,4
3755,main game bicara kasar main game bicara kasar yutuber gaming recehkantwitter,1
3756,tbh niat bikin short thread about child marriage hubung lumrah masyarakat habis bahas sekian,2
3757,thr gaji tukil sepele terima terima lambat,2
3758,manis sih sayang ya ampun jimin adabyu buing buing,3
3759,cerita horor ku malam huehehe tidur mandi biar dingin selimut langsung tidur mandi nih semprot muka pakai air mawar,4
3760,username masingmasing umat sok pintar keyakinaniman kepercayaantidak gampang bicara rohani alir darah hidup kitabanyak baca ajar kiamat benarbenar jemput,0
3761,ya takut takut luka dadang dadang ajak ketemu tolak dadang izin rumah tolak sakit kali,4
3762,orangbegitulah mnjd ahl islam presiden perdana menteri sastrawan picis kuliah sbenarnya islam tahu mudh oleh mjd aneh opini sngat salah luas,2
3763,its like a circle of stupidity atlit diurusin duit bebenah biar atlit negeri nyaman atlit gizi beres bebenah eh salah stadion rusak supporter tim atlit main jelek what a moron,0
3764,bagi cita raih fokus usaha kerja laahh nmanya kerja mesti ngantor absen pagi,1
3765,username bicara olah rp seram selubung terang terang,4
3766,cinta rezeki cinta orang cinta rezeki indah cinta insan itu bahagia pasti cinta cipta insan,3
3767,username lepas lepas tangan peran promoter project creators laku dukung backers featured project poin krusial mana enak dewe lepas tangan,0
3768,username heol gemesin parah tuh akrab strmarah or main dia takut gigit first time i met him tandain pipi kaki suka cium pipi kiss me dreamy pwease,3
3769,mana cewek posisi ngenakin pergi sayang tahan sakit hati enak,2
3770,bal tunggu koko ya koko tinggal d jakarta nih cerita hmm baik instabali kangenbali,2
3771,tuhan izin bahagia orangtuaku tidur peristirahatanya,4
3772,username ya allahapa disalahin pres username presiden kerja ya gaes urusin fotohadweehhh to foto jimat to,0
3773,om gabung densus daftar jinak bom mabok lem kerja nyata aman bangsa url,1
3774,jujur teguh uji usd idr dllyang teman temanmaka lihat orang perkara dunia lihat orang syukur,1
3775,edar hoax kabar bohong media sosial parah biar netizen ekstra hatihati konsumsi informasi sebar url,4
3776,username min mati hidup mati gin listrik ngerusak alat elektronik tuh jan nyala matiin rusak elektronik,0
3777,hancur sifat sombong hancur ditinggalin pas sayangsayangnya,2
3778,username username bahas bpip ko nyasar k hati ya bpip bubarin ormas jalan ame rombong nye kali ya paham coba jelasin,0
3779,username sd bada isya pulang ngaji lima tementemen tiga tibatiba ibuibu pakai baju putih muka tutup rambut gendong bayi disamperin pas jalan takut ag,4
3780,username tolong erti modal ahaha pikir kak zha saving encore korea galaoooo t t,2
3781,foto bikin ngeri alami merinding mati mata,4
3782,parah sih sumpah ngebayanginnya seram pikir temenmu langsung tanggap hebat kaya cengo,4
